Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
Personne07/personne07215-30-75.jpg;384;288;0;0;384;288;6
Personne07/personne07213-60+90.jpg;384;288;0;0;384;288;6
Personne07/personne07106-60-15.jpg;384;288;0;0;384;288;6
Personne07/personne07184+60-15.jpg;384;288;0;0;384;288;6
Personne07/personne07201-60-90.jpg;384;288;0;0;384;288;6
Personne07/personne07255+15-60.jpg;384;288;0;0;384;288;6
Personne07/personne07230-15-45.jpg;384;288;0;0;384;288;6
Personne07/personne07218-30-30.jpg;384;288;0;0;384;288;6
Personne07/personne07165+15+90.jpg;384;288;0;0;384;288;6
Personne07/personne07291+60+90.jpg;384;288;0;0;384;288;6
Personne07/personne07241+0-75.jpg;384;288;0;0;384;288;6
Personne07/personne07246+0+0.jpg;384;288;0;0;384;288;6
Personne07/personne07180+60-75.jpg;384;288;0;0;384;288;6
Personne07/personne07283+60-30.jpg;384;288;0;0;384;288;6
Personne07/personne07202-60-75.jpg;384;288;0;0;384;288;6
Personne07/personne07226-30+90.jpg;384;288;0;0;384;288;6
Personne07/personne07155+15-60.jpg;384;288;0;0;384;288;6
Personne07/personne07252+0+90.jpg;384;288;0;0;384;288;6
Personne07/personne07206-60-15.jpg;384;288;0;0;384;288;6
Personne07/personne07281+60-60.jpg;384;288;0;0;384;288;6
Personne07/personne07216-30-60.jpg;384;288;0;0;384;288;6
Personne07/personne07102-60-75.jpg;384;288;0;0;384;288;6
Personne07/personne07128-15-75.jpg;384;288;0;0;384;288;6
Personne07/personne07278+30+90.jpg;384;288;0;0;384;288;6
Personne07/personne07138-15+75.jpg;384;288;0;0;384;288;6
Personne07/personne07219-30-15.jpg;384;288;0;0;384;288;6
Personne07/personne07275+30+45.jpg;384;288;0;0;384;288;6
Personne07/personne07253+15-90.jpg;384;288;0;0;384;288;6
Personne07/personne07187+60+30.jpg;384;288;0;0;384;288;6
Personne07/personne07290+60+75.jpg;384;288;0;0;384;288;6
Personne07/personne07191+60+90.jpg;384;288;0;0;384;288;6
Personne07/personne07169+30-45.jpg;384;288;0;0;384;288;6
Personne07/personne07148+0+30.jpg;384;288;0;0;384;288;6
Personne07/personne07209-60+30.jpg;384;288;0;0;384;288;6
Personne07/personne07153+15-90.jpg;384;288;0;0;384;288;6
Personne07/personne07265+15+90.jpg;384;288;0;0;384;288;6
Personne07/personne07232-15-15.jpg;384;288;0;0;384;288;6
Personne07/personne07118-30-30.jpg;384;288;0;0;384;288;6
Personne07/personne07178+30+90.jpg;384;288;0;0;384;288;6
Personne07/personne07217-30-45.jpg;384;288;0;0;384;288;6
Personne07/personne07157+15-30.jpg;384;288;0;0;384;288;6
Personne07/personne07204-60-45.jpg;384;288;0;0;384;288;6
Personne07/personne07104-60-45.jpg;384;288;0;0;384;288;6
Personne07/personne07112-60+75.jpg;384;288;0;0;384;288;6
Personne07/personne07203-60-60.jpg;384;288;0;0;384;288;6
Personne07/personne07214-30-90.jpg;384;288;0;0;384;288;6
Personne07/personne07257+15-30.jpg;384;288;0;0;384;288;6
Personne07/personne07192+90+0.jpg;384;288;0;0;384;288;6
Personne07/personne07189+60+60.jpg;384;288;0;0;384;288;6
Personne07/personne07142+0-60.jpg;384;288;0;0;384;288;6
Personne07/personne07162+15+45.jpg;384;288;0;0;384;288;6
Personne07/personne07231-15-30.jpg;384;288;0;0;384;288;6
Personne07/personne07152+0+90.jpg;384;288;0;0;384;288;6
Personne07/personne07123-30+45.jpg;384;288;0;0;384;288;6
Personne07/personne07242+0-60.jpg;384;288;0;0;384;288;6
Personne07/personne07272+30+0.jpg;384;288;0;0;384;288;6
Personne07/personne07248+0+30.jpg;384;288;0;0;384;288;6
Personne07/personne07140+0-90.jpg;384;288;0;0;384;288;6
Personne07/personne07151+0+75.jpg;384;288;0;0;384;288;6
Personne07/personne07224-30+60.jpg;384;288;0;0;384;288;6
Personne07/personne07222-30+30.jpg;384;288;0;0;384;288;6
Personne07/personne07134-15+15.jpg;384;288;0;0;384;288;6
Personne07/personne07160+15+15.jpg;384;288;0;0;384;288;6
Personne07/personne07175+30+45.jpg;384;288;0;0;384;288;6
Personne07/personne07167+30-75.jpg;384;288;0;0;384;288;6
Personne07/personne07274+30+30.jpg;384;288;0;0;384;288;6
Personne07/personne07221-30+15.jpg;384;288;0;0;384;288;6
Personne07/personne07249+0+45.jpg;384;288;0;0;384;288;6
Personne07/personne07130-15-45.jpg;384;288;0;0;384;288;6
Personne07/personne07267+30-75.jpg;384;288;0;0;384;288;6
Personne07/personne07276+30+60.jpg;384;288;0;0;384;288;6
Personne07/personne07262+15+45.jpg;384;288;0;0;384;288;6
Personne07/personne07161+15+30.jpg;384;288;0;0;384;288;6
Personne07/personne07117-30-45.jpg;384;288;0;0;384;288;6
Personne07/personne07237-15+60.jpg;384;288;0;0;384;288;6
Personne07/personne07273+30+15.jpg;384;288;0;0;384;288;6
Personne07/personne07158+15-15.jpg;384;288;0;0;384;288;6
Personne07/personne07127-15-90.jpg;384;288;0;0;384;288;6
Personne07/personne07286+60+15.jpg;384;288;0;0;384;288;6
Personne07/personne07164+15+75.jpg;384;288;0;0;384;288;6
Personne07/personne07100-90+0.jpg;384;288;0;0;384;288;6
Personne07/personne07211-60+60.jpg;384;288;0;0;384;288;6
Personne07/personne07172+30+0.jpg;384;288;0;0;384;288;6
Personne07/personne07227-15-90.jpg;384;288;0;0;384;288;6
Personne07/personne07121-30+15.jpg;384;288;0;0;384;288;6
Personne07/personne07292+90+0.jpg;384;288;0;0;384;288;6
Personne07/personne07238-15+75.jpg;384;288;0;0;384;288;6
Personne07/personne07247+0+15.jpg;384;288;0;0;384;288;6
Personne07/personne07120-30+0.jpg;384;288;0;0;384;288;6
Personne07/personne07147+0+15.jpg;384;288;0;0;384;288;6
Personne07/personne07210-60+45.jpg;384;288;0;0;384;288;6
Personne07/personne07229-15-60.jpg;384;288;0;0;384;288;6
Personne07/personne07133-15+0.jpg;384;288;0;0;384;288;6
Personne07/personne07116-30-60.jpg;384;288;0;0;384;288;6
Personne07/personne07289+60+60.jpg;384;288;0;0;384;288;6
Personne07/personne07234-15+15.jpg;384;288;0;0;384;288;6
Personne07/personne07108-60+15.jpg;384;288;0;0;384;288;6
Personne07/personne07280+60-75.jpg;384;288;0;0;384;288;6
Personne07/personne07146+0+0.jpg;384;288;0;0;384;288;6
Personne07/personne07145+0-15.jpg;384;288;0;0;384;288;6
